record_id,order_id,customer_id,product_id,order_date,order_total,product_price,inventory_level,customer_segment,order_status,product_category,product_subcategory,customer_ltv,order_frequency,average_order_value,product_rating,product_review_count,price_optimization_flag,price_elasticity,demand_forecast,inventory_turnover,stockout_rate,overstock_rate,revenue_growth_rate,customer_satisfaction_rate,price_optimization_date,price_optimization_result,price_optimization_recommendation
CPG-00186,ORD-00186,CUST-00186,PROD-00186,2024-11-29,499.81,34.11,1780,High-Value,Pending,Personal Care,Oral Care,1088.08,23,130.42,2.1,387,FALSE,2.3109,1087,11.7854,0.097513,0.191665,0.103115,0.847156,2025-01-27,Pending Review,Increase price
CPG-00187,ORD-00187,CUST-00187,PROD-00187,2024-11-08,512.62,43.19,4373,Medium-Value,Shipped,Personal Care,Oral Care,4393.51,14,327.16,3.04,492,TRUE,0.1607,1191,1.1102,0.008491,0.053396,0.328426,0.991766,2024-12-20,Rejected,Hold price
CPG-00188,ORD-00188,CUST-00188,PROD-00188,2024-06-04,626.18,3.87,3707,High-Value,Delivered,Personal Care,Oral Care,3099.74,22,301.01,2.03,395,TRUE,1.8818,4598,4.9722,0.076638,0.159367,0.256903,0.846468,2024-04-30,Implemented,Bundle with promotion
CPG-00189,ORD-00189,CUST-00189,PROD-00189,2024-08-05,383.66,58.02,440,High-Value,Cancelled,Personal Care,Oral Care,3731.17,7,255.81,3.76,360,FALSE,2.092,3013,9.1837,0.081992,0.120677,0.320917,0.982145,2024-08-25,Pending Review,Bundle with promotion
CPG-00190,ORD-00190,CUST-00190,PROD-00190,2024-06-12,885.36,31.8,3090,High-Value,Cancelled,Personal Care,Oral Care,2171.11,18,120.41,1.26,98,TRUE,1.5016,2090,0.5649,0.06995,0.187499,-0.268048,0.964314,2024-07-29,Rejected,Increase price
CPG-00191,ORD-00191,CUST-00191,PROD-00191,2024-11-12,840.16,30.45,4691,Low-Value,Cancelled,Personal Care,Oral Care,1822.52,23,140.79,3.15,348,TRUE,2.3968,4265,1.284,0.075771,0.083186,0.129629,0.545973,2024-12-01,Implemented,Decrease price
CPG-00192,ORD-00192,CUST-00192,PROD-00192,2024-10-14,307.99,37.86,3890,Low-Value,Shipped,Personal Care,Oral Care,4127.26,21,23.35,2.03,496,FALSE,1.1696,1998,11.5273,0.102383,0.064187,0.432746,0.972494,2024-08-26,Pending Review,Hold price
CPG-00193,ORD-00193,CUST-00193,PROD-00193,2024-09-13,265.3,23.75,4167,Medium-Value,Pending,Personal Care,Oral Care,2459.68,10,361.35,4.19,430,TRUE,0.8688,675,11.4044,0.025109,0.191255,0.13038,0.503665,2024-07-25,Implemented,Decrease price
CPG-00194,ORD-00194,CUST-00194,PROD-00194,2024-10-16,699.62,8.03,4405,Low-Value,Pending,Personal Care,Oral Care,4399.25,24,314.58,4.03,227,TRUE,1.8925,1260,0.7732,0.10753,0.007577,-0.241402,0.588996,2024-08-23,Pending Review,Increase price
CPG-00195,ORD-00195,CUST-00195,PROD-00195,2024-09-22,821.22,25.46,2591,High-Value,Delivered,Personal Care,Oral Care,1978.03,4,223.24,2.43,240,TRUE,1.9143,4798,1.0234,0.127238,0.07154,0.10227,0.644918,2024-11-01,Rejected,Hold price
CPG-00196,ORD-00196,CUST-00196,PROD-00196,2024-09-30,91.56,24.92,252,Medium-Value,Cancelled,Personal Care,Oral Care,823.8,8,71.82,3.68,234,FALSE,2.0122,4471,3.8923,0.095107,0.059611,0.409582,0.982683,2024-09-05,Rejected,Hold price
CPG-00197,ORD-00197,CUST-00197,PROD-00197,2024-12-29,504.87,2.29,4887,Medium-Value,Delivered,Personal Care,Oral Care,2708.9,3,135.78,2.94,73,FALSE,0.6082,4199,2.1382,0.027599,0.123377,-0.097807,0.557311,2024-12-31,Rejected,Increase price
CPG-00198,ORD-00198,CUST-00198,PROD-00198,2024-12-01,423.22,5.91,804,High-Value,Pending,Personal Care,Oral Care,3641.67,16,381.59,2.92,158,FALSE,0.4077,1922,1.6505,0.092927,0.180024,-0.045771,0.725323,2025-01-12,Rejected,Hold price
CPG-00199,ORD-00199,CUST-00199,PROD-00199,2024-10-22,149.87,57.6,1381,High-Value,Pending,Personal Care,Oral Care,1600.41,8,290.64,2.98,423,FALSE,0.764,2945,2.0445,0.109946,0.175577,0.070279,0.679371,2024-11-11,Pending Review,Bundle with promotion
CPG-00200,ORD-00200,CUST-00200,PROD-00200,2024-09-16,170.56,51.81,1146,Low-Value,Delivered,Personal Care,Oral Care,1022.34,24,356.81,3.12,440,TRUE,1.8458,153,10.2703,0.094744,0.162528,0.163121,0.8846,2024-08-29,Implemented,Increase price
CPG-00201,ORD-00201,CUST-00201,PROD-00001,2024-09-16,495.97,46.96,2996,Medium-Value,Shipped,Personal Care,Oral Care,1155.37,19,298.63,4.5,251,FALSE,0.4213,4106,6.3697,0.059518,0.100433,0.230143,0.923991,2024-10-27,Rejected,Decrease price
CPG-00202,ORD-00202,CUST-00202,PROD-00002,2024-11-07,139.23,34.82,1197,Low-Value,Pending,Personal Care,Oral Care,3673.42,12,35.36,1.56,299,FALSE,0.6562,2166,4.7485,0.006421,0.041355,0.426181,0.680626,2025-01-06,Pending Review,Bundle with promotion
CPG-00203,ORD-00203,CUST-00203,PROD-00003,2024-12-09,50.32,58.17,2240,Low-Value,Delivered,Personal Care,Oral Care,1353.41,18,236.66,3.27,62,FALSE,1.6688,2993,7.2583,0.134734,0.015567,-0.098731,0.986337,2025-01-23,Implemented,Bundle with promotion
CPG-00204,ORD-00204,CUST-00204,PROD-00004,2024-07-27,445.87,31.11,1138,Medium-Value,Shipped,Personal Care,Oral Care,869.75,3,215.53,2.69,319,FALSE,0.6076,1532,2.3096,0.090303,0.163391,0.228888,0.707307,2024-07-26,Pending Review,Increase price
CPG-00205,ORD-00205,CUST-00205,PROD-00005,2024-08-29,438.75,50.34,183,High-Value,Pending,Personal Care,Oral Care,263.56,19,245.09,1.74,92,TRUE,1.6109,322,10.7442,0.02203,0.033268,0.437957,0.75832,2024-07-18,Pending Review,Increase price
CPG-00206,ORD-00206,CUST-00206,PROD-00006,2024-12-08,659.26,14.56,4968,Medium-Value,Pending,Personal Care,Oral Care,4343.15,6,103.36,3.87,494,FALSE,1.542,4774,9.9352,0.027283,0.13193,-0.088383,0.862093,2024-12-13,Pending Review,Bundle with promotion
CPG-00207,ORD-00207,CUST-00207,PROD-00007,2024-09-27,75.93,2.96,4282,Low-Value,Pending,Personal Care,Oral Care,3437.62,5,250.09,2.32,77,TRUE,1.2421,4914,0.9489,0.11758,0.100666,-0.205987,0.74112,2024-10-03,Implemented,Increase price
CPG-00208,ORD-00208,CUST-00208,PROD-00008,2024-12-13,589.57,4.52,4340,Medium-Value,Pending,Personal Care,Oral Care,1185.96,16,320.03,2.83,199,FALSE,0.9412,4720,1.6237,0.020082,0.095428,-0.11399,0.929527,2025-02-06,Pending Review,Bundle with promotion
CPG-00209,ORD-00209,CUST-00209,PROD-00009,2024-07-02,19.84,32.31,4257,High-Value,Delivered,Personal Care,Oral Care,1906.4,7,281.35,3.6,13,FALSE,1.0812,874,2.28,0.097736,0.050727,0.383982,0.711781,2024-05-26,Pending Review,Hold price
CPG-00210,ORD-00210,CUST-00210,PROD-00010,2024-10-19,683.15,29.98,3032,Low-Value,Shipped,Personal Care,Oral Care,2796.81,9,395.63,2.45,411,FALSE,1.9581,3262,8.9615,0.12825,0.131857,0.298251,0.723297,2024-11-23,Rejected,Decrease price
CPG-00211,ORD-00211,CUST-00211,PROD-00011,2024-05-23,464.88,37.61,426,High-Value,Delivered,Personal Care,Oral Care,1976.06,21,22.01,3.75,420,TRUE,2.0758,3864,11.1474,0.065307,0.012816,-0.122584,0.54002,2024-04-17,Implemented,Bundle with promotion
CPG-00212,ORD-00212,CUST-00212,PROD-00012,2024-12-22,558.36,5.33,1435,Low-Value,Shipped,Personal Care,Oral Care,2497.12,1,96.65,2.82,374,FALSE,0.5674,4912,6.3713,0.104767,0.123038,0.23922,0.67987,2024-11-13,Rejected,Increase price
CPG-00213,ORD-00213,CUST-00213,PROD-00013,2024-06-07,897.18,24.92,4801,High-Value,Delivered,Personal Care,Oral Care,2612.83,24,287.38,3.73,190,TRUE,1.419,4581,11.0226,0.052214,0.192658,-0.078794,0.803182,2024-04-25,Implemented,Bundle with promotion
CPG-00214,ORD-00214,CUST-00214,PROD-00014,2024-12-22,372.5,31.36,4576,High-Value,Cancelled,Personal Care,Oral Care,2540.69,11,379.87,1.02,99,FALSE,2.2027,4710,3.3766,0.066415,0.075416,0.086904,0.621637,2025-01-17,Pending Review,Bundle with promotion
CPG-00215,ORD-00215,CUST-00215,PROD-00015,2024-10-19,808.42,16.95,3134,Low-Value,Shipped,Personal Care,Oral Care,3953.85,8,277.23,4.02,256,TRUE,2.0204,3379,11.4876,0.077476,0.001945,0.365742,0.624129,2024-10-11,Implemented,Bundle with promotion
CPG-00216,ORD-00216,CUST-00216,PROD-00016,2024-10-17,741.65,29.64,2896,High-Value,Pending,Personal Care,Oral Care,4476.87,9,89.46,1.27,486,TRUE,1.2976,1636,3.2009,0.036308,0.053081,-0.116634,0.91747,2024-10-28,Rejected,Hold price
CPG-00217,ORD-00217,CUST-00217,PROD-00017,2024-06-06,121.09,30.57,54,Low-Value,Delivered,Personal Care,Oral Care,4792.07,16,161.05,1.27,499,FALSE,1.2816,4707,10.4908,0.073621,0.196879,0.432805,0.640133,2024-07-18,Implemented,Decrease price
CPG-00218,ORD-00218,CUST-00218,PROD-00018,2024-05-11,722.35,31.14,3225,Low-Value,Pending,Personal Care,Oral Care,3890.72,15,391.07,2.67,286,FALSE,0.8576,69,0.6359,0.031613,0.116202,-0.039651,0.806389,2024-05-08,Pending Review,Decrease price
CPG-00219,ORD-00219,CUST-00219,PROD-00019,2024-09-15,247.62,21.9,1506,Medium-Value,Cancelled,Personal Care,Oral Care,2148.52,14,286.27,1.94,500,FALSE,0.9762,3282,3.7157,0.026983,0.026228,0.160714,0.614283,2024-10-24,Implemented,Hold price
CPG-00220,ORD-00220,CUST-00220,PROD-00020,2024-11-19,223.69,10.46,1225,Medium-Value,Cancelled,Personal Care,Oral Care,4038.06,6,180.18,2.51,205,TRUE,2.4893,4236,6.6408,0.047359,0.097324,-0.099221,0.929251,2024-11-06,Implemented,Bundle with promotion
CPG-00221,ORD-00221,CUST-00221,PROD-00021,2024-05-23,159.56,50.66,788,Medium-Value,Pending,Personal Care,Oral Care,3735.74,9,157.17,1.75,140,FALSE,0.9259,3374,1.8942,0.130105,0.192623,-0.140834,0.787947,2024-04-22,Rejected,Decrease price
CPG-00222,ORD-00222,CUST-00222,PROD-00022,2024-11-13,329.27,44.72,642,Medium-Value,Shipped,Personal Care,Oral Care,3087.64,15,260.05,3.36,259,TRUE,2.1838,2764,5.3509,0.091847,0.080955,0.425658,0.539556,2025-01-01,Pending Review,Decrease price
CPG-00223,ORD-00223,CUST-00223,PROD-00023,2024-07-17,592.92,24.94,3644,Medium-Value,Shipped,Personal Care,Oral Care,3752.08,17,386.9,3.49,319,FALSE,0.5016,190,1.938,0.035194,0.050329,0.2951,0.87487,2024-06-05,Implemented,Decrease price
CPG-00224,ORD-00224,CUST-00224,PROD-00024,2024-08-07,106.16,33.81,215,Medium-Value,Cancelled,Personal Care,Oral Care,2643.71,3,59.49,1.22,459,TRUE,0.3023,3194,4.0578,0.037109,0.056835,0.201185,0.565639,2024-07-07,Implemented,Increase price
CPG-00225,ORD-00225,CUST-00225,PROD-00025,2024-05-06,602.24,29.62,4428,Medium-Value,Cancelled,Personal Care,Oral Care,2765.3,5,388.43,4.01,176,TRUE,1.518,3741,7.757,0.095378,0.112797,0.118768,0.819764,2024-03-11,Pending Review,Hold price
CPG-00226,ORD-00226,CUST-00226,PROD-00026,2024-08-11,181.38,8.4,3730,Low-Value,Cancelled,Household,Laundry Care,2291.2,23,256.65,1.24,79,TRUE,0.8695,1247,1.0708,0.080246,0.037188,-0.218181,0.634598,2024-07-23,Rejected,Bundle with promotion
CPG-00227,ORD-00227,CUST-00227,PROD-00027,2024-10-31,22.26,14.6,3442,Medium-Value,Cancelled,Household,Laundry Care,3939.34,16,399.23,1.32,17,FALSE,1.7726,260,4.2979,0.126532,0.190329,-0.255169,0.887826,2024-09-29,Implemented,Bundle with promotion
CPG-00228,ORD-00228,CUST-00228,PROD-00028,2024-06-13,807.69,2.73,2039,Medium-Value,Delivered,Household,Laundry Care,3867.57,15,113.92,1.88,205,TRUE,0.578,770,6.4931,0.147317,0.094565,0.245154,0.656055,2024-08-05,Pending Review,Decrease price
CPG-00229,ORD-00229,CUST-00229,PROD-00029,2024-10-06,52.33,16.69,2447,High-Value,Pending,Household,Laundry Care,1834.11,2,348.19,4.28,276,TRUE,2.4359,1934,7.7785,0.048677,0.033472,-0.07912,0.559825,2024-10-13,Implemented,Increase price
CPG-00230,ORD-00230,CUST-00230,PROD-00030,2024-05-08,708.38,23.54,733,High-Value,Pending,Household,Laundry Care,830.61,3,280.66,2.66,315,FALSE,2.334,492,1.1874,0.096686,0.140266,0.333173,0.562914,2024-05-17,Implemented,Hold price
CPG-00231,ORD-00231,CUST-00231,PROD-00031,2024-09-17,684.68,13.19,3094,Medium-Value,Pending,Household,Laundry Care,3635.78,9,361.49,3.82,234,FALSE,1.7959,4580,3.8892,0.104556,0.037955,-0.150699,0.673832,2024-08-01,Rejected,Bundle with promotion
CPG-00232,ORD-00232,CUST-00232,PROD-00032,2024-07-07,824.31,10.99,2422,Medium-Value,Pending,Household,Laundry Care,2730.95,15,20.27,2.94,45,FALSE,1.8608,154,7.6269,0.054611,0.124039,-0.043445,0.531671,2024-08-09,Rejected,Bundle with promotion
CPG-00233,ORD-00233,CUST-00233,PROD-00033,2024-06-15,619.65,18.42,3357,Low-Value,Pending,Household,Laundry Care,1644.02,4,218.82,3.68,88,TRUE,0.2051,1064,2.5543,0.004691,0.021411,-0.146707,0.515909,2024-07-24,Rejected,Bundle with promotion
CPG-00234,ORD-00234,CUST-00234,PROD-00034,2024-10-13,448.57,4.85,1808,Low-Value,Cancelled,Household,Laundry Care,3603.33,1,373.48,3.18,312,TRUE,1.6738,656,5.8827,0.095838,0.072185,0.294782,0.945215,2024-10-29,Pending Review,Increase price
CPG-00235,ORD-00235,CUST-00235,PROD-00035,2024-11-24,250.25,19.63,1768,Low-Value,Pending,Household,Laundry Care,530.74,24,107.79,1.14,46,FALSE,0.5547,4311,8.0541,0.085504,0.189501,0.146739,0.779071,2025-01-16,Rejected,Increase price
CPG-00236,ORD-00236,CUST-00236,PROD-00036,2024-11-10,525.26,26.77,852,High-Value,Pending,Household,Laundry Care,3972.68,18,172.59,3.36,369,FALSE,1.6781,4374,11.982,0.066452,0.070465,-0.047876,0.995731,2024-09-28,Pending Review,Hold price
CPG-00237,ORD-00237,CUST-00237,PROD-00037,2024-08-11,691.3,37.29,4613,Low-Value,Cancelled,Household,Laundry Care,1108.94,18,371.94,2.51,381,FALSE,0.964,3707,5.6462,0.059564,0.145263,0.486365,0.797881,2024-08-31,Rejected,Decrease price
CPG-00238,ORD-00238,CUST-00238,PROD-00038,2024-12-11,20.81,20.26,2260,Low-Value,Shipped,Household,Laundry Care,2580.79,19,371.85,4.45,119,TRUE,0.3263,3772,4.59,0.020761,0.073417,0.165725,0.616497,2024-10-17,Pending Review,Increase price
CPG-00239,ORD-00239,CUST-00239,PROD-00039,2024-09-21,518.62,20.83,3952,High-Value,Shipped,Household,Laundry Care,2466.97,23,287.08,1.76,49,TRUE,1.5286,2461,0.9298,0.121251,0.076309,0.324098,0.960936,2024-11-06,Pending Review,Hold price
CPG-00240,ORD-00240,CUST-00240,PROD-00040,2024-12-09,383.62,15.15,4934,High-Value,Shipped,Household,Laundry Care,3187.74,21,165.35,4.04,455,FALSE,1.3585,2616,6.7092,0.022437,0.10048,-0.123362,0.52526,2024-10-20,Rejected,Bundle with promotion
CPG-00241,ORD-00241,CUST-00241,PROD-00041,2024-08-20,524.1,47.61,1212,High-Value,Pending,Household,Laundry Care,1714.03,16,237.15,1.32,231,TRUE,1.4156,2151,1.4784,0.075273,0.154765,-0.1957,0.567435,2024-08-01,Rejected,Decrease price
CPG-00242,ORD-00242,CUST-00242,PROD-00042,2024-08-30,592.24,32.41,1985,High-Value,Shipped,Household,Laundry Care,1367.97,14,142.9,1.69,325,TRUE,0.3701,3389,5.3707,0.052246,0.064148,0.175102,0.512103,2024-07-13,Pending Review,Decrease price
CPG-00243,ORD-00243,CUST-00243,PROD-00043,2024-07-26,742.1,27.55,1912,High-Value,Pending,Household,Laundry Care,3442.53,5,307.94,3.81,329,TRUE,0.3697,447,3.2951,0.09315,0.029535,0.365956,0.643843,2024-07-16,Pending Review,Increase price
CPG-00244,ORD-00244,CUST-00244,PROD-00044,2024-07-15,432.0,14.29,4476,Low-Value,Shipped,Household,Laundry Care,3764.26,18,203.55,2.16,388,TRUE,1.7682,151,4.831,0.135906,0.10536,-0.095635,0.530055,2024-06-10,Implemented,Hold price
CPG-00245,ORD-00245,CUST-00245,PROD-00045,2024-05-11,426.49,40.3,2950,High-Value,Cancelled,Household,Laundry Care,144.44,21,166.88,4.31,44,FALSE,1.3205,816,10.8945,0.072699,0.119421,-0.229583,0.599438,2024-06-04,Pending Review,Increase price
CPG-00246,ORD-00246,CUST-00246,PROD-00046,2024-05-08,831.21,45.17,150,Medium-Value,Delivered,Household,Laundry Care,3437.34,12,257.59,2.07,260,TRUE,2.4904,4107,3.6726,0.009301,0.051536,0.009736,0.999976,2024-06-02,Implemented,Hold price
CPG-00247,ORD-00247,CUST-00247,PROD-00047,2024-06-24,317.48,44.33,4265,Low-Value,Delivered,Household,Laundry Care,3081.62,21,280.88,2.37,80,FALSE,0.6769,1252,5.4043,0.046857,0.121074,0.059335,0.565886,2024-06-29,Rejected,Decrease price
CPG-00248,ORD-00248,CUST-00248,PROD-00048,2024-09-23,494.1,19.92,4291,High-Value,Cancelled,Household,Laundry Care,2178.82,5,269.37,3.8,451,TRUE,0.862,4566,6.6291,0.107916,0.036827,0.371618,0.572761,2024-10-01,Implemented,Hold price
CPG-00249,ORD-00249,CUST-00249,PROD-00049,2024-12-09,865.66,49.66,2242,High-Value,Shipped,Household,Laundry Care,3906.58,4,69.99,2.06,391,TRUE,1.9299,2187,7.4645,0.091854,0.119272,-0.11527,0.513042,2025-02-06,Implemented,Bundle with promotion
CPG-00250,ORD-00250,CUST-00250,PROD-00050,2024-06-01,763.83,12.67,3174,Medium-Value,Pending,Household,Laundry Care,2395.54,6,93.44,2.64,342,TRUE,1.0806,123,11.1425,0.14253,0.044511,0.237071,0.601417,2024-05-08,Implemented,Increase price
CPG-00251,ORD-00251,CUST-00251,PROD-00051,2024-06-12,782.41,28.54,2021,Medium-Value,Shipped,Household,Laundry Care,2054.09,2,251.01,2.71,176,FALSE,1.8285,3229,7.5323,0.11137,0.118761,0.120184,0.937891,2024-04-17,Implemented,Increase price
CPG-00252,ORD-00252,CUST-00252,PROD-00052,2024-08-21,746.9,33.2,321,Low-Value,Shipped,Household,Laundry Care,1967.62,21,385.79,1.15,135,TRUE,0.7988,3261,10.6706,0.116052,0.057183,-0.166811,0.64721,2024-07-18,Implemented,Decrease price
CPG-00253,ORD-00253,CUST-00253,PROD-00053,2024-08-24,414.75,47.17,4476,High-Value,Pending,Household,Laundry Care,1995.68,11,191.34,3.53,67,TRUE,1.1888,1655,10.6493,0.013527,0.064815,0.218861,0.855735,2024-08-12,Implemented,Increase price
CPG-00254,ORD-00254,CUST-00254,PROD-00054,2024-05-21,640.01,43.02,4191,Low-Value,Delivered,Household,Laundry Care,4751.28,13,229.13,3.22,53,TRUE,1.9438,2746,7.0032,0.09893,0.030018,0.395055,0.589433,2024-06-23,Rejected,Increase price
CPG-00255,ORD-00255,CUST-00255,PROD-00055,2024-08-13,287.64,38.33,963,High-Value,Cancelled,Household,Laundry Care,4804.15,1,256.57,3.56,238,FALSE,0.1293,4077,10.3372,0.081525,0.00115,0.406162,0.618939,2024-07-25,Rejected,Bundle with promotion
CPG-00256,ORD-00256,CUST-00256,PROD-00056,2024-08-22,406.06,53.17,2278,Low-Value,Shipped,Household,Laundry Care,3161.75,7,38.59,3.1,13,TRUE,0.2322,2860,0.9223,0.128074,0.133399,0.370412,0.649221,2024-09-06,Implemented,Increase price
CPG-00257,ORD-00257,CUST-00257,PROD-00057,2024-05-25,894.46,40.33,4873,Low-Value,Shipped,Household,Laundry Care,3947.17,6,387.19,1.56,155,FALSE,2.3356,763,9.3379,0.048423,0.179506,0.356212,0.879221,2024-07-03,Rejected,Increase price
CPG-00258,ORD-00258,CUST-00258,PROD-00058,2024-07-11,134.07,32.57,4297,High-Value,Shipped,Household,Laundry Care,3494.36,20,42.11,3.43,150,TRUE,1.2608,4955,11.2398,0.147942,0.057437,0.187076,0.658244,2024-08-01,Rejected,Hold price
CPG-00259,ORD-00259,CUST-00259,PROD-00059,2024-12-21,129.8,38.65,4034,High-Value,Cancelled,Household,Laundry Care,4424.14,8,289.26,2.97,276,TRUE,0.1038,197,5.8462,0.11951,0.147494,-0.134135,0.807654,2024-11-04,Pending Review,Bundle with promotion
CPG-00260,ORD-00260,CUST-00260,PROD-00060,2024-05-09,324.44,39.16,2307,Medium-Value,Shipped,Household,Laundry Care,3961.47,10,134.11,3.82,118,FALSE,1.9409,933,8.3871,0.051204,0.144879,0.192795,0.514559,2024-05-08,Implemented,Decrease price
CPG-00261,ORD-00261,CUST-00261,PROD-00061,2024-07-21,831.22,4.06,1112,Medium-Value,Shipped,Household,Laundry Care,819.16,15,358.98,2.68,252,FALSE,1.2099,3392,11.1696,0.008403,0.104215,0.151954,0.839099,2024-05-30,Rejected,Increase price
CPG-00262,ORD-00262,CUST-00262,PROD-00062,2024-06-20,621.66,58.24,2297,High-Value,Pending,Household,Laundry Care,1728.8,13,258.07,4.92,6,TRUE,1.4704,3192,2.6549,0.017527,0.156469,-0.053375,0.92891,2024-06-24,Rejected,Increase price
CPG-00263,ORD-00263,CUST-00263,PROD-00063,2024-07-06,91.82,50.11,2479,High-Value,Shipped,Household,Laundry Care,2649.25,6,62.65,4.07,200,TRUE,1.9667,759,5.6034,0.00374,0.096533,0.100043,0.595106,2024-06-07,Pending Review,Hold price
CPG-00264,ORD-00264,CUST-00264,PROD-00064,2024-11-12,304.69,58.97,4228,Low-Value,Cancelled,Household,Laundry Care,4963.97,7,295.34,3.69,60,FALSE,1.0302,4280,1.8321,0.046647,0.008806,0.378499,0.935938,2024-09-20,Pending Review,Bundle with promotion
CPG-00265,ORD-00265,CUST-00265,PROD-00065,2024-12-11,55.83,20.12,4731,Medium-Value,Cancelled,Household,Laundry Care,3212.31,7,141.93,2.82,347,TRUE,0.7878,4361,4.1702,0.066167,0.02353,-0.180543,0.636818,2024-10-24,Implemented,Increase price
CPG-00266,ORD-00266,CUST-00266,PROD-00066,2024-06-19,325.03,48.63,4702,High-Value,Pending,Household,Laundry Care,897.81,10,253.04,2.11,82,FALSE,1.3974,416,1.9959,0.07061,0.135099,-0.215258,0.5269,2024-05-04,Pending Review,Bundle with promotion
CPG-00267,ORD-00267,CUST-00267,PROD-00067,2024-06-12,542.57,42.56,2913,Medium-Value,Pending,Household,Laundry Care,1695.04,7,290.9,3.07,438,TRUE,2.4368,3815,7.0296,0.013937,0.16047,0.25888,0.548631,2024-04-28,Pending Review,Bundle with promotion
CPG-00268,ORD-00268,CUST-00268,PROD-00068,2024-08-26,853.49,16.97,2977,Medium-Value,Delivered,Household,Laundry Care,957.6,22,145.52,1.5,468,FALSE,1.1879,248,1.2517,0.016933,0.09573,0.376613,0.641129,2024-10-04,Pending Review,Decrease price
CPG-00269,ORD-00269,CUST-00269,PROD-00069,2024-09-05,374.03,34.26,581,Medium-Value,Delivered,Household,Laundry Care,2687.09,13,244.4,3.5,64,TRUE,1.5901,4489,2.3287,0.072356,0.013212,-0.133409,0.84703,2024-09-25,Pending Review,Bundle with promotion
CPG-00270,ORD-00270,CUST-00270,PROD-00070,2024-09-20,496.91,6.52,4703,Medium-Value,Shipped,Household,Laundry Care,615.9,20,195.91,1.83,349,TRUE,2.0729,1444,4.0424,0.060869,0.119652,0.248407,0.798203,2024-11-01,Pending Review,Hold price
CPG-00271,ORD-00271,CUST-00271,PROD-00071,2024-09-01,599.25,53.46,1,High-Value,Pending,Household,Laundry Care,3321.36,15,221.88,1.32,428,FALSE,1.5774,3664,2.7502,0.102228,0.06332,0.156221,0.956602,2024-08-23,Pending Review,Bundle with promotion
CPG-00272,ORD-00272,CUST-00272,PROD-00072,2024-10-28,884.58,2.47,4181,Medium-Value,Cancelled,Household,Laundry Care,4245.8,10,43.72,2.2,55,TRUE,0.102,4588,9.9387,0.053887,0.17225,0.392544,0.617621,2024-12-04,Rejected,Bundle with promotion
CPG-00273,ORD-00273,CUST-00273,PROD-00073,2024-10-05,644.92,14.25,1420,Medium-Value,Shipped,Household,Laundry Care,738.39,18,166.15,2.42,232,FALSE,2.1159,1264,3.8174,0.13091,0.02511,-0.290718,0.824195,2024-08-31,Implemented,Bundle with promotion
CPG-00274,ORD-00274,CUST-00274,PROD-00074,2024-10-13,401.51,39.25,3406,Medium-Value,Cancelled,Household,Laundry Care,4473.23,23,249.68,4.47,53,FALSE,1.5958,3723,6.3583,0.082808,0.090009,-0.015754,0.592896,2024-10-21,Rejected,Increase price
CPG-00275,ORD-00275,CUST-00275,PROD-00075,2024-09-22,764.42,25.83,4474,Low-Value,Shipped,Household,Laundry Care,1866.5,2,235.9,1.83,266,FALSE,0.3716,3945,11.56,0.012009,0.146037,0.121126,0.929675,2024-10-09,Pending Review,Bundle with promotion
CPG-00276,ORD-00276,CUST-00276,PROD-00076,2024-09-07,478.17,38.58,639,Low-Value,Delivered,Household,Laundry Care,3186.75,19,138.75,3.14,135,TRUE,2.2686,4383,9.4531,0.07033,0.102533,0.075386,0.866907,2024-10-07,Pending Review,Hold price
CPG-00277,ORD-00277,CUST-00277,PROD-00077,2024-12-29,270.95,45.47,4617,Medium-Value,Shipped,Household,Laundry Care,354.02,16,239.69,1.12,482,TRUE,1.6752,2391,9.8023,0.093648,0.057363,-0.233992,0.752798,2024-11-20,Pending Review,Hold price
CPG-00278,ORD-00278,CUST-00278,PROD-00078,2024-05-31,559.98,45.0,4946,High-Value,Cancelled,Household,Laundry Care,4555.15,24,77.43,1.96,141,FALSE,0.9874,1437,3.5044,0.105116,0.096984,0.339498,0.931007,2024-05-30,Pending Review,Increase price
CPG-00279,ORD-00279,CUST-00279,PROD-00079,2024-12-31,542.06,45.66,3382,Medium-Value,Delivered,Household,Laundry Care,1227.84,15,295.88,3.88,438,TRUE,0.6061,2827,1.1247,0.039659,0.163906,-0.257981,0.732007,2025-01-31,Pending Review,Hold price
CPG-00280,ORD-00280,CUST-00280,PROD-00080,2024-08-27,675.34,24.03,3195,Medium-Value,Cancelled,Household,Laundry Care,1349.99,17,350.71,3.63,282,TRUE,0.7931,3677,4.893,0.047353,0.106051,0.464697,0.548682,2024-09-10,Rejected,Hold price
CPG-00281,ORD-00281,CUST-00281,PROD-00081,2024-12-28,555.28,17.68,805,Medium-Value,Shipped,Household,Laundry Care,3289.0,13,195.22,3.28,149,TRUE,1.8624,4823,9.3607,0.077993,0.135544,0.494572,0.656635,2024-12-06,Implemented,Increase price
CPG-00282,ORD-00282,CUST-00282,PROD-00082,2024-11-26,75.14,41.76,2879,High-Value,Cancelled,Household,Laundry Care,3639.99,9,93.37,2.44,278,TRUE,1.5866,466,11.2928,0.098491,0.167092,0.460391,0.819041,2024-11-19,Rejected,Increase price
