risk_profile_id,customer_id,institution_id,product_type,risk_pattern,base_risk_score,total_exposure,relationship_length_months,products_held,repayment_history_score,recent_transaction_volatility,collateral_quality_score,liquidity_ratio,projected_cash_flow_rating,primary_risk_factors,risk_factor_weights
125,CUST-C0243,INST-017,Business Loan,Deteriorating,0.3125,4562308.14,103,5,2,0.3701,0.594,1.7595,0.1179,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
126,CUST-C0232,INST-020,Business Loan,Improving,0.4575,867128.85,110,2,6,0.3562,0.1374,1.4803,0.8556,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
127,CUST-C0088,INST-016,Mortgage,Deteriorating,0.7119,964537.34,21,2,7,0.5164,0.246,0.1987,0.3152,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
128,CUST-C0004,INST-018,Business Loan,Volatile,0.0148,8958.94,48,5,6,0.5864,0.3317,0.452,0.9706,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
129,CUST-C0208,INST-013,Mortgage,Volatile,0.8833,2188.83,42,1,2,0.7562,0.1036,1.5769,0.8292,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
130,CUST-C0181,INST-005,Mortgage,Deteriorating,0.3627,411992.51,24,4,9,0.9333,0.5283,1.6599,0.3854,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
131,CUST-C0181,INST-004,Credit Card,Volatile,0.5747,3969770.5,7,3,10,0.0132,0.5945,1.1273,0.6579,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
132,CUST-C0080,INST-004,Personal Loan,Volatile,0.3555,4037768.66,21,5,2,0.3179,0.9937,0.9414,0.9493,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
133,CUST-C0006,INST-010,Mortgage,Improving,0.0885,3446400.27,93,4,1,0.5818,0.8085,1.602,0.7623,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
134,CUST-C0045,INST-011,Credit Card,Volatile,0.4723,360056.8,106,3,7,0.7473,0.6489,0.1893,0.0269,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
135,CUST-C0069,INST-009,Credit Card,Stable,0.3287,3196713.97,44,5,9,0.0788,0.954,0.6524,0.9202,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
136,CUST-C0232,INST-020,Personal Loan,Deteriorating,0.019,8024.89,106,2,4,0.7524,0.2349,0.6136,0.9124,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
137,CUST-C0176,INST-019,Personal Loan,Volatile,0.9471,1631207.52,37,1,7,0.8384,0.7612,1.6022,0.5138,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
138,CUST-C0154,INST-003,Line of Credit,Improving,0.2699,37975.26,54,2,2,0.2783,0.6205,0.9074,0.5514,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
139,CUST-C0018,INST-011,Line of Credit,Deteriorating,0.2706,3408956.17,6,3,6,0.8024,0.7288,0.1499,0.84,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
140,CUST-C0174,INST-015,Personal Loan,Deteriorating,0.5255,462202.84,115,3,8,0.2441,0.4436,1.7648,0.1465,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
141,CUST-C0132,INST-020,Mortgage,Improving,0.7095,38032.39,45,1,4,0.6008,0.6357,1.5907,0.5501,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
142,CUST-C0165,INST-009,Mortgage,Improving,0.6193,2964589.75,2,3,3,0.312,0.2819,0.0392,0.0711,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
143,CUST-C0157,INST-014,Mortgage,Improving,0.552,2198895.68,117,4,3,0.8598,0.248,1.89,0.4096,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
144,CUST-C0121,INST-001,Credit Card,Deteriorating,0.2322,4610.15,90,4,7,0.4316,0.7133,0.894,0.1738,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
145,CUST-C0042,INST-001,Line of Credit,Stable,0.8011,4050166.89,66,1,3,0.2065,0.5143,1.4167,0.7103,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
146,CUST-C0207,INST-017,Line of Credit,Volatile,0.1643,1726.85,39,4,7,0.9825,0.221,0.9381,0.0621,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
147,CUST-C0053,INST-010,Line of Credit,Stable,0.16,271302.19,99,5,9,0.9016,0.3563,1.6599,0.2841,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
148,CUST-C0125,INST-015,Business Loan,Volatile,0.7584,2378071.68,106,3,2,0.5785,0.1347,1.1117,0.826,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
149,CUST-C0035,INST-011,Personal Loan,Stable,0.201,2607.18,54,1,3,0.417,0.6358,0.419,0.4996,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
150,CUST-C0112,INST-016,Personal Loan,Improving,0.7481,4636570.87,35,3,2,0.9108,0.7463,1.8545,0.8036,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
151,CUST-C0019,INST-010,Line of Credit,Volatile,0.7101,64755.46,16,5,5,0.534,0.5677,0.8015,0.6711,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
152,CUST-C0216,INST-001,Line of Credit,Volatile,0.0014,3059907.97,11,2,1,0.6152,0.6234,0.8477,0.8923,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
153,CUST-C0246,INST-015,Line of Credit,Improving,0.8664,2747268.61,117,3,1,0.0152,0.4951,1.4267,0.2362,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
154,CUST-C0112,INST-018,Personal Loan,Deteriorating,0.1168,6342.25,99,5,9,0.456,0.7253,1.1058,0.7172,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
155,CUST-C0236,INST-012,Line of Credit,Improving,0.6321,94901.08,39,2,4,0.5441,0.1013,0.6871,0.2079,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
156,CUST-C0122,INST-001,Mortgage,Volatile,0.6008,222523.09,107,3,4,0.8137,0.4615,0.9355,0.525,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
157,CUST-C0097,INST-003,Mortgage,Improving,0.4993,4072.74,53,5,7,0.5969,0.4081,0.3091,0.9805,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
158,CUST-C0061,INST-016,Line of Credit,Improving,0.2737,836505.1,61,3,2,0.2328,0.7292,0.1349,0.6912,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
159,CUST-C0011,INST-013,Business Loan,Stable,0.5651,42195.99,91,3,3,0.0529,0.8777,1.8779,0.4115,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
160,CUST-C0122,INST-018,Business Loan,Volatile,0.1932,3080020.57,91,2,2,0.7936,0.6742,1.6884,0.2442,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
161,CUST-C0101,INST-005,Personal Loan,Volatile,0.9738,128030.8,107,1,10,0.4282,0.732,0.7891,0.4198,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
162,CUST-C0184,INST-001,Business Loan,Improving,0.6027,63720.31,16,5,7,0.464,0.496,1.1613,0.0152,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
163,CUST-C0034,INST-009,Personal Loan,Improving,0.7021,82072.23,91,5,4,0.0597,0.9964,1.8255,0.1063,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
164,CUST-C0244,INST-002,Credit Card,Improving,0.1815,2460.12,27,5,4,0.9756,0.319,1.9301,0.9771,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
165,CUST-C0057,INST-011,Line of Credit,Stable,0.4457,7430.73,23,5,10,0.2922,0.697,1.1352,0.1292,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
166,CUST-C0157,INST-012,Personal Loan,Volatile,0.4786,6656.76,24,1,6,0.7082,0.4732,1.0714,0.8787,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
167,CUST-C0210,INST-010,Personal Loan,Deteriorating,0.1297,38628.2,56,4,1,0.2645,0.8729,1.7523,0.1843,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
168,CUST-C0202,INST-019,Business Loan,Volatile,0.6761,49165.58,57,2,9,0.2644,0.439,0.9259,0.1081,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
169,CUST-C0016,INST-015,Credit Card,Volatile,0.959,119463.28,22,1,5,0.556,0.6478,1.2086,0.4301,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
170,CUST-C0193,INST-002,Personal Loan,Improving,0.0771,9556.42,100,2,2,0.6256,0.8535,1.0957,0.0744,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
171,CUST-C0121,INST-004,Credit Card,Improving,0.3637,457504.96,27,4,1,0.5809,0.6495,0.2656,0.7499,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
172,CUST-C0028,INST-005,Mortgage,Volatile,0.1123,2032.06,8,3,1,0.4971,0.0394,1.501,0.3959,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
173,CUST-C0137,INST-005,Mortgage,Deteriorating,0.0422,3319136.17,110,5,1,0.0474,0.0878,1.5872,0.6018,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
174,CUST-C0249,INST-002,Mortgage,Volatile,0.1369,369592.08,93,2,5,0.2905,0.8289,0.3114,0.7589,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
175,CUST-C0042,INST-018,Mortgage,Improving,0.0023,43876.02,53,1,8,0.8446,0.0461,1.0525,0.5757,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
176,CUST-C0178,INST-010,Mortgage,Stable,0.2113,956927.09,1,2,10,0.8594,0.0542,0.5802,0.7699,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
177,CUST-C0092,INST-013,Mortgage,Deteriorating,0.9728,1399.79,50,1,3,0.5268,0.3713,1.5982,0.9282,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
178,CUST-C0186,INST-016,Mortgage,Improving,0.4599,1893.26,38,5,10,0.9353,0.8128,0.3629,0.7151,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
179,CUST-C0235,INST-015,Personal Loan,Deteriorating,0.1104,43176.15,10,4,2,0.8812,0.844,1.6008,0.4726,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
180,CUST-C0075,INST-010,Personal Loan,Volatile,0.2358,1574902.58,51,1,1,0.0199,0.9222,0.9579,0.8926,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
181,CUST-C0024,INST-010,Personal Loan,Deteriorating,0.5965,418399.03,43,3,5,0.9817,0.5584,1.9512,0.6164,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
182,CUST-C0121,INST-017,Business Loan,Improving,0.373,22398.98,80,5,7,0.7044,0.1285,0.509,0.1129,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
183,CUST-C0054,INST-017,Mortgage,Improving,0.3859,4612.03,34,3,7,0.5528,0.9041,0.2974,0.1467,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
184,CUST-C0128,INST-006,Personal Loan,Improving,0.4463,49256.14,40,2,7,0.5387,0.9129,0.3715,0.5746,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
185,CUST-C0039,INST-014,Credit Card,Stable,0.9764,1511854.31,38,4,5,0.6346,0.635,1.1897,0.1524,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
186,CUST-C0089,INST-016,Personal Loan,Volatile,0.2711,4133561.51,41,3,2,0.4,0.9786,0.4767,0.7004,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
187,CUST-C0210,INST-012,Personal Loan,Stable,0.7287,4774.81,103,5,7,0.5063,0.6013,0.5491,0.1963,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
188,CUST-C0051,INST-004,Personal Loan,Improving,0.3128,34430.89,56,3,3,0.1532,0.328,0.652,0.978,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
189,CUST-C0233,INST-017,Personal Loan,Stable,0.4556,967280.03,102,5,9,0.5611,0.9642,1.8214,0.8619,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
190,CUST-C0013,INST-013,Personal Loan,Deteriorating,0.3643,655340.48,91,3,9,0.8183,0.3334,0.005,0.6175,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
191,CUST-C0145,INST-008,Credit Card,Volatile,0.6622,504067.84,108,5,10,0.0216,0.1417,0.1728,0.048,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
192,CUST-C0211,INST-015,Personal Loan,Stable,0.1596,612341.4,3,3,4,0.877,0.6413,0.7329,0.8567,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
193,CUST-C0044,INST-002,Mortgage,Stable,0.8707,2591.44,72,2,2,0.6814,0.1068,1.2585,0.2383,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
194,CUST-C0115,INST-015,Line of Credit,Stable,0.7806,82068.11,84,1,2,0.2783,0.1509,0.5341,0.9263,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
195,CUST-C0089,INST-008,Business Loan,Volatile,0.0196,2953126.19,68,1,10,0.1264,0.7389,1.4687,0.0986,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
196,CUST-C0185,INST-006,Business Loan,Improving,0.4682,3711669.97,116,2,10,0.2028,0.3989,1.5953,0.6883,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
197,CUST-C0124,INST-019,Credit Card,Improving,0.6248,8620.5,26,2,1,0.2751,0.095,1.3412,0.9253,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
198,CUST-C0213,INST-020,Credit Card,Deteriorating,0.6529,3381912.89,38,2,5,0.9124,0.805,0.2338,0.7024,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
199,CUST-C0244,INST-013,Credit Card,Deteriorating,0.5932,4488966.86,115,3,6,0.2485,0.3276,1.2233,0.6203,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
200,CUST-C0147,INST-014,Mortgage,Deteriorating,0.5533,4022023.26,80,2,9,0.3291,0.6934,0.1674,0.5617,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
201,CUST-C0108,INST-019,Credit Card,Improving,0.8135,49866.52,5,4,7,0.172,0.7387,0.7336,0.0941,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
202,CUST-C0038,INST-013,Credit Card,Improving,0.617,2741516.75,83,4,5,0.5699,0.89,1.9203,0.0655,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
203,CUST-C0054,INST-012,Mortgage,Deteriorating,0.1818,12985.23,75,2,3,0.9257,0.2494,0.5368,0.2264,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
204,CUST-C0132,INST-003,Line of Credit,Deteriorating,0.2573,71136.95,85,2,8,0.9344,0.2923,1.5775,0.7548,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
205,CUST-C0067,INST-019,Personal Loan,Deteriorating,0.0937,3361.68,53,1,4,0.2247,0.5648,0.431,0.1033,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
206,CUST-C0086,INST-016,Line of Credit,Volatile,0.2818,9532.16,60,2,8,0.34,0.6278,1.6705,0.1423,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
207,CUST-C0191,INST-008,Business Loan,Volatile,0.0318,262301.38,64,4,8,0.8675,0.2403,0.0807,0.5157,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
208,CUST-C0018,INST-013,Business Loan,Stable,0.2925,418571.45,43,2,10,0.5795,0.5942,0.2402,0.0189,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
209,CUST-C0236,INST-009,Personal Loan,Stable,0.9205,82204.27,31,1,5,0.1564,0.0005,1.6243,0.27,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
210,CUST-C0009,INST-016,Business Loan,Stable,0.5076,7290.35,78,3,5,0.4818,0.3291,1.6162,0.5761,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
211,CUST-C0249,INST-014,Business Loan,Deteriorating,0.5452,78326.51,120,3,8,0.4161,0.4985,1.6456,0.7472,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
212,CUST-C0202,INST-006,Credit Card,Stable,0.0571,56224.71,29,4,3,0.8071,0.5854,1.9245,0.5919,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
213,CUST-C0065,INST-014,Business Loan,Stable,0.6322,1173411.92,93,1,10,0.6904,0.7357,0.8812,0.0145,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
214,CUST-C0056,INST-007,Personal Loan,Volatile,0.0619,780244.14,22,2,5,0.4998,0.0871,1.4962,0.7225,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
215,CUST-C0177,INST-014,Personal Loan,Improving,0.5245,2778445.8,61,3,7,0.1867,0.3533,0.6205,0.1588,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
216,CUST-C0198,INST-017,Mortgage,Volatile,0.0703,483923.41,82,3,2,0.4884,0.1989,0.2201,0.0455,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
217,CUST-C0030,INST-010,Credit Card,Stable,0.9348,6691.3,103,2,5,0.3868,0.5401,1.846,0.3181,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
218,CUST-C0080,INST-004,Mortgage,Improving,0.102,1537234.42,2,4,7,0.8904,0.2432,1.1727,0.2141,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
219,CUST-C0162,INST-003,Personal Loan,Deteriorating,0.3225,67771.81,15,4,5,0.5055,0.4523,0.3817,0.7809,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
220,CUST-C0171,INST-009,Business Loan,Stable,0.6018,9073.53,37,2,1,0.5097,0.5491,0.2007,0.0371,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
221,CUST-C0017,INST-018,Credit Card,Stable,0.1251,8018.98,95,1,8,0.9081,0.1371,0.7706,0.6789,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
222,CUST-C0218,INST-003,Mortgage,Improving,0.4232,1696111.92,53,3,2,0.5229,0.8472,1.0259,0.9634,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
223,CUST-C0108,INST-018,Business Loan,Improving,0.2819,360217.38,103,4,3,0.6725,0.9403,1.8894,0.5137,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
224,CUST-C0250,INST-005,Mortgage,Stable,0.2578,1651.8,36,5,8,0.653,0.2973,1.0518,0.3277,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
225,CUST-C0046,INST-013,Mortgage,Improving,0.8735,6902.18,116,5,10,0.1807,0.3244,1.2107,0.7286,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
226,CUST-C0039,INST-017,Line of Credit,Volatile,0.4254,58927.64,104,1,3,0.6198,0.1522,1.239,0.8699,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
227,CUST-C0238,INST-007,Line of Credit,Volatile,0.0669,24758.53,7,2,10,0.3301,0.3886,0.1313,0.6029,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
228,CUST-C0141,INST-013,Mortgage,Stable,0.153,32864.64,52,3,6,0.1785,0.3478,1.8732,0.7315,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
229,CUST-C0056,INST-010,Personal Loan,Stable,0.7264,410678.88,86,3,2,0.5343,0.192,0.9416,0.7259,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
230,CUST-C0179,INST-005,Line of Credit,Stable,0.6322,9926.89,91,1,7,0.3905,0.9505,1.4821,0.7671,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
231,CUST-C0096,INST-017,Personal Loan,Volatile,0.6207,2047318.76,48,3,9,0.0457,0.336,0.9962,0.627,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
232,CUST-C0246,INST-016,Credit Card,Deteriorating,0.703,812915.47,38,4,10,0.2607,0.721,1.9783,0.0126,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
233,CUST-C0135,INST-016,Line of Credit,Improving,0.8553,1455375.08,112,3,5,0.4886,0.1274,1.8976,0.8725,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
234,CUST-C0209,INST-001,Mortgage,Volatile,0.2697,3330.33,69,1,5,0.3231,0.9679,1.8124,0.4034,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
235,CUST-C0055,INST-010,Business Loan,Volatile,0.6986,4820.82,94,4,1,0.3932,0.9266,0.349,0.9978,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
236,CUST-C0012,INST-019,Personal Loan,Improving,0.5981,75499.14,78,3,5,0.9196,0.9154,1.3624,0.3472,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
237,CUST-C0247,INST-018,Credit Card,Stable,0.7246,91600.62,50,2,2,0.5254,0.5261,0.1007,0.9277,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
238,CUST-C0010,INST-017,Personal Loan,Volatile,0.6461,4834.09,28,4,2,0.0952,0.8644,0.2735,0.4092,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
239,CUST-C0038,INST-010,Line of Credit,Volatile,0.056,589634.73,14,1,4,0.8007,0.5608,1.6425,0.1612,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
240,CUST-C0169,INST-016,Mortgage,Volatile,0.5739,7864.38,94,4,3,0.2072,0.2555,1.4843,0.3969,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
241,CUST-C0081,INST-003,Personal Loan,Stable,0.8726,1165749.1,92,2,6,0.1152,0.0986,1.7796,0.6661,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
242,CUST-C0009,INST-007,Mortgage,Deteriorating,0.7771,45236.33,87,1,6,0.1067,0.0589,1.2695,0.7485,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
243,CUST-C0138,INST-014,Credit Card,Improving,0.1419,3838500.78,49,4,3,0.6182,0.7364,0.227,0.6586,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
244,CUST-C0096,INST-014,Mortgage,Deteriorating,0.755,72142.99,44,4,9,0.0583,0.5938,1.3324,0.2085,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
245,CUST-C0225,INST-015,Credit Card,Deteriorating,0.1901,4484.72,6,3,4,0.7212,0.4962,1.4987,0.7775,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
246,CUST-C0171,INST-015,Mortgage,Volatile,0.6086,95189.96,35,3,7,0.2153,0.3071,1.4088,0.4251,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
247,CUST-C0062,INST-013,Mortgage,Stable,0.7335,526951.24,9,3,2,0.2375,0.7407,0.1059,0.3121,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
248,CUST-C0015,INST-001,Mortgage,Deteriorating,0.6779,871039.11,106,4,7,0.4623,0.5497,0.4529,0.6334,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
249,CUST-C0204,INST-008,Business Loan,Deteriorating,0.9359,653871.23,19,1,9,0.6939,0.8134,1.4854,0.694,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
250,CUST-C0235,INST-002,Line of Credit,Stable,0.2499,9871.06,42,5,8,0.5612,0.0381,0.5625,0.0647,Debt-to-income;Payment history,"{'income': 0.3, 'credit_history': 0.4, 'collateral': 0.3}"
