assessment_id,customer_id,institution_id,date,month,year,current_risk_score,risk_level,fraud_probability,risk_change_from_previous,is_anomaly,anomaly_type,monthly_transaction_volume,transaction_count,approval_recommendation,approval_confidence,primary_explanation_factors
4875,CUST-C0232,INST-020,2023-03-01,3,2023,0.0464,Very Low,0.0842,0.0364,False,None,36854.15,69,Approve with Strict Conditions,0.9367,Income stability;Payment history
4876,CUST-C0232,INST-020,2023-04-01,4,2023,0.01,Very Low,0.1266,-0.0364,False,None,15574.22,138,Approve with Strict Conditions,0.8673,Income stability;Payment history
4877,CUST-C0232,INST-020,2023-05-01,5,2023,0.0439,Very Low,0.222,0.0339,False,None,42505.24,61,Approve with Strict Conditions,0.5047,Income stability;Payment history
4878,CUST-C0232,INST-020,2023-06-01,6,2023,0.0706,Very Low,0.1137,0.0267,False,None,31616.87,7,Approve with Strict Conditions,0.9029,Income stability;Payment history
4879,CUST-C0232,INST-020,2023-07-01,7,2023,0.0241,Very Low,0.2636,-0.0465,False,None,15931.86,127,Approve with Strict Conditions,0.7442,Income stability;Payment history
4880,CUST-C0232,INST-020,2023-08-01,8,2023,0.01,Very Low,0.2682,-0.0141,False,None,4952.86,76,Approve with Strict Conditions,0.5869,Income stability;Payment history
4881,CUST-C0232,INST-020,2023-09-01,9,2023,0.01,Very Low,0.1201,0.0,False,None,40259.07,127,Approve,0.9392,Income stability;Payment history
4882,CUST-C0232,INST-020,2023-10-01,10,2023,0.01,Very Low,0.1878,0.0,False,None,20156.67,60,Approve with Strict Conditions,0.6197,Income stability;Payment history
4883,CUST-C0232,INST-020,2023-11-01,11,2023,0.01,Very Low,0.1941,0.0,True,Behavioral Deviation,31623.71,23,Approve with Conditions,0.606,Income stability;Payment history
4884,CUST-C0232,INST-020,2023-12-01,12,2023,0.0122,Very Low,0.2368,0.0022,False,None,16721.51,62,Approve,0.8103,Income stability;Payment history
4885,CUST-C0232,INST-020,2024-01-01,1,2024,0.0101,Very Low,0.1437,-0.0021,True,Unusual Transaction Pattern,18899.12,198,Approve with Conditions,0.8048,Income stability;Payment history
4886,CUST-C0232,INST-020,2024-02-01,2,2024,0.01,Very Low,0.2336,-0.0001,False,None,34167.61,181,Approve,0.8851,Income stability;Payment history
4887,CUST-C0232,INST-020,2024-03-01,3,2024,0.0288,Very Low,0.1938,0.0188,False,None,27115.04,138,Approve with Conditions,0.8833,Income stability;Payment history
4888,CUST-C0232,INST-020,2024-04-01,4,2024,0.0137,Very Low,0.0082,-0.0151,False,None,43554.18,101,Approve with Strict Conditions,0.5902,Income stability;Payment history
4889,CUST-C0232,INST-020,2024-05-01,5,2024,0.0353,Very Low,0.2453,0.0216,False,None,5269.2,183,Approve,0.9419,Income stability;Payment history
4890,CUST-C0232,INST-020,2024-06-01,6,2024,0.01,Very Low,0.1052,-0.0253,False,None,26939.46,130,Approve,0.7483,Income stability;Payment history
4891,CUST-C0232,INST-020,2024-07-01,7,2024,0.01,Very Low,0.1891,0.0,False,None,37980.54,31,Approve with Strict Conditions,0.6669,Income stability;Payment history
4892,CUST-C0232,INST-020,2024-08-01,8,2024,0.0351,Very Low,0.2278,0.0251,False,None,19873.68,116,Approve with Strict Conditions,0.8722,Income stability;Payment history
4893,CUST-C0232,INST-020,2024-09-01,9,2024,0.0339,Very Low,0.2775,-0.0012,False,None,15850.62,31,Approve,0.89,Income stability;Payment history
4894,CUST-C0232,INST-020,2024-10-01,10,2024,0.0654,Very Low,0.0402,0.0315,False,None,30637.74,185,Approve,0.5659,Income stability;Payment history
4895,CUST-C0232,INST-020,2024-11-01,11,2024,0.114,Very Low,0.1892,0.0486,False,None,35956.25,12,Approve with Conditions,0.6255,Income stability;Payment history
4896,CUST-C0232,INST-020,2024-12-01,12,2024,0.0813,Very Low,0.0339,-0.0327,False,None,39674.42,163,Approve,0.702,Income stability;Payment history
4897,CUST-C0176,INST-019,2022-01-01,1,2022,0.1301,Very Low,0.2757,,False,None,42524.93,102,Approve with Strict Conditions,0.8312,Income stability;Payment history
4898,CUST-C0176,INST-019,2022-02-01,2,2022,0.1479,Very Low,0.1617,0.0178,False,None,22363.86,142,Approve,0.6781,Income stability;Payment history
4899,CUST-C0176,INST-019,2022-03-01,3,2022,0.1517,Very Low,0.0302,0.0038,True,Rapid Score Change,23732.62,30,Approve with Strict Conditions,0.8571,Income stability;Payment history
4900,CUST-C0176,INST-019,2022-04-01,4,2022,0.159,Very Low,0.2989,0.0073,False,None,46247.42,52,Approve with Strict Conditions,0.8848,Income stability;Payment history
4901,CUST-C0176,INST-019,2022-05-01,5,2022,0.1653,Very Low,0.0443,0.0063,False,None,24305.41,84,Approve with Conditions,0.8771,Income stability;Payment history
4902,CUST-C0176,INST-019,2022-06-01,6,2022,0.198,Very Low,0.0703,0.0327,False,None,20508.15,39,Approve,0.9466,Income stability;Payment history
4903,CUST-C0176,INST-019,2022-07-01,7,2022,0.2221,Low,0.0346,0.0241,False,None,39353.82,93,Approve with Strict Conditions,0.9399,Income stability;Payment history
4904,CUST-C0176,INST-019,2022-08-01,8,2022,0.2639,Low,0.1913,0.0418,False,None,35553.93,46,Approve with Conditions,0.5112,Income stability;Payment history
4905,CUST-C0176,INST-019,2022-09-01,9,2022,0.239,Low,0.0781,-0.0249,False,None,11990.26,115,Deny,0.8767,Income stability;Payment history
4906,CUST-C0176,INST-019,2022-10-01,10,2022,0.2777,Low,0.1513,0.0387,False,None,30050.44,98,Approve with Strict Conditions,0.697,Income stability;Payment history
4907,CUST-C0176,INST-019,2022-11-01,11,2022,0.2558,Low,0.1003,-0.0219,False,None,15817.32,150,Approve,0.6267,Income stability;Payment history
4908,CUST-C0176,INST-019,2022-12-01,12,2022,0.2802,Low,0.2533,0.0244,False,None,37464.37,175,Approve,0.9223,Income stability;Payment history
4909,CUST-C0176,INST-019,2023-01-01,1,2023,0.2878,Low,0.2203,0.0076,False,None,21767.6,134,Approve with Strict Conditions,0.9534,Income stability;Payment history
4910,CUST-C0176,INST-019,2023-02-01,2,2023,0.3137,Low,0.0216,0.0259,False,None,13647.87,150,Approve with Conditions,0.6087,Income stability;Payment history
4911,CUST-C0176,INST-019,2023-03-01,3,2023,0.2693,Low,0.1771,-0.0444,True,Behavioral Deviation,35919.01,27,Deny,0.6187,Income stability;Payment history
4912,CUST-C0176,INST-019,2023-04-01,4,2023,0.2477,Low,0.1758,-0.0216,False,None,20204.14,37,Approve with Strict Conditions,0.5674,Income stability;Payment history
4913,CUST-C0176,INST-019,2023-05-01,5,2023,0.2796,Low,0.1248,0.0319,False,None,3119.21,62,Approve with Conditions,0.8338,Income stability;Payment history
4914,CUST-C0176,INST-019,2023-06-01,6,2023,0.2625,Low,0.1586,-0.0171,False,None,24160.14,110,Approve with Conditions,0.5358,Income stability;Payment history
4915,CUST-C0176,INST-019,2023-07-01,7,2023,0.285,Low,0.0276,0.0225,False,None,6073.76,181,Approve,0.8202,Income stability;Payment history
4916,CUST-C0176,INST-019,2023-08-01,8,2023,0.2889,Low,0.1351,0.0039,False,None,24360.36,180,Approve,0.617,Income stability;Payment history
4917,CUST-C0176,INST-019,2023-09-01,9,2023,0.3245,Low,0.1453,0.0356,True,Rapid Score Change,41242.13,193,Approve,0.7539,Income stability;Payment history
4918,CUST-C0176,INST-019,2023-10-01,10,2023,0.3637,Low,0.1343,0.0392,False,None,34476.91,115,Approve with Strict Conditions,0.6616,Income stability;Payment history
4919,CUST-C0176,INST-019,2023-11-01,11,2023,0.3406,Low,0.1262,-0.0231,False,None,45342.99,35,Approve,0.673,Income stability;Payment history
4920,CUST-C0176,INST-019,2023-12-01,12,2023,0.2961,Low,0.1463,-0.0445,True,Behavioral Deviation,5698.94,73,Approve with Conditions,0.5361,Income stability;Payment history
4921,CUST-C0176,INST-019,2024-01-01,1,2024,0.3341,Low,0.1303,0.038,False,None,17376.59,136,Approve with Conditions,0.9447,Income stability;Payment history
4922,CUST-C0176,INST-019,2024-02-01,2,2024,0.3055,Low,0.2437,-0.0286,False,None,9661.96,199,Approve with Conditions,0.9937,Income stability;Payment history
4923,CUST-C0176,INST-019,2024-03-01,3,2024,0.3417,Low,0.0094,0.0362,False,None,23666.51,84,Approve with Conditions,0.963,Income stability;Payment history
4924,CUST-C0176,INST-019,2024-04-01,4,2024,0.3617,Low,0.1363,0.02,False,None,25979.21,71,Approve,0.7017,Income stability;Payment history
4925,CUST-C0176,INST-019,2024-05-01,5,2024,0.387,Low,0.0336,0.0253,False,None,11834.14,195,Approve,0.6018,Income stability;Payment history
4926,CUST-C0176,INST-019,2024-06-01,6,2024,0.3608,Low,0.0625,-0.0262,False,None,40499.61,174,Deny,0.7095,Income stability;Payment history
4927,CUST-C0176,INST-019,2024-07-01,7,2024,0.3667,Low,0.2393,0.0059,False,None,18287.89,60,Approve with Strict Conditions,0.6093,Income stability;Payment history
4928,CUST-C0176,INST-019,2024-08-01,8,2024,0.3407,Low,0.0786,-0.026,False,None,19644.55,97,Approve with Strict Conditions,0.5266,Income stability;Payment history
4929,CUST-C0176,INST-019,2024-09-01,9,2024,0.3558,Low,0.2826,0.0151,False,None,30091.62,115,Approve with Strict Conditions,0.5504,Income stability;Payment history
4930,CUST-C0176,INST-019,2024-10-01,10,2024,0.3628,Low,0.0152,0.007,False,None,32728.19,118,Deny,0.9456,Income stability;Payment history
4931,CUST-C0176,INST-019,2024-11-01,11,2024,0.4118,Moderate,0.195,0.049,False,None,25604.94,62,Approve with Strict Conditions,0.894,Income stability;Payment history
4932,CUST-C0176,INST-019,2024-12-01,12,2024,0.3989,Low,0.2896,-0.0129,False,None,16348.92,56,Approve with Conditions,0.5835,Income stability;Payment history
4933,CUST-C0154,INST-003,2022-01-01,1,2022,0.2202,Low,0.0631,,False,None,40825.43,59,Approve,0.6494,Income stability;Payment history
4934,CUST-C0154,INST-003,2022-02-01,2,2022,0.2691,Low,0.0466,0.0489,False,None,16411.28,16,Approve with Conditions,0.8079,Income stability;Payment history
4935,CUST-C0154,INST-003,2022-03-01,3,2022,0.2472,Low,0.0699,-0.0219,False,None,1494.41,139,Approve with Conditions,0.846,Income stability;Payment history
4936,CUST-C0154,INST-003,2022-04-01,4,2022,0.2592,Low,0.151,0.012,False,None,29548.22,178,Approve with Conditions,0.6185,Income stability;Payment history
4937,CUST-C0154,INST-003,2022-05-01,5,2022,0.2857,Low,0.132,0.0265,False,None,22216.09,21,Approve with Strict Conditions,0.9997,Income stability;Payment history
4938,CUST-C0154,INST-003,2022-06-01,6,2022,0.2573,Low,0.1764,-0.0284,False,None,34467.59,22,Approve,0.5791,Income stability;Payment history
4939,CUST-C0154,INST-003,2022-07-01,7,2022,0.237,Low,0.0193,-0.0203,False,None,17493.58,185,Approve,0.6788,Income stability;Payment history
4940,CUST-C0154,INST-003,2022-08-01,8,2022,0.2391,Low,0.167,0.0021,False,None,20849.74,164,Approve,0.5256,Income stability;Payment history
4941,CUST-C0154,INST-003,2022-09-01,9,2022,0.2608,Low,0.2095,0.0217,False,None,12813.54,176,Approve,0.9861,Income stability;Payment history
4942,CUST-C0154,INST-003,2022-10-01,10,2022,0.2342,Low,0.1453,-0.0266,False,None,35887.4,83,Approve with Strict Conditions,0.8487,Income stability;Payment history
4943,CUST-C0154,INST-003,2022-11-01,11,2022,0.2025,Low,0.0596,-0.0317,False,None,9597.0,128,Approve,0.9655,Income stability;Payment history
4944,CUST-C0154,INST-003,2022-12-01,12,2022,0.1902,Very Low,0.0543,-0.0123,False,None,18357.53,50,Approve with Conditions,0.846,Income stability;Payment history
4945,CUST-C0154,INST-003,2023-01-01,1,2023,0.1691,Very Low,0.1872,-0.0211,False,None,3909.24,115,Approve with Strict Conditions,0.6815,Income stability;Payment history
4946,CUST-C0154,INST-003,2023-02-01,2,2023,0.1998,Very Low,0.2522,0.0307,False,None,7318.24,91,Approve with Strict Conditions,0.9038,Income stability;Payment history
4947,CUST-C0154,INST-003,2023-03-01,3,2023,0.1979,Very Low,0.2066,-0.0019,False,None,15373.83,118,Approve,0.7212,Income stability;Payment history
4948,CUST-C0154,INST-003,2023-04-01,4,2023,0.2127,Low,0.1088,0.0148,False,None,32372.39,41,Approve with Strict Conditions,0.8387,Income stability;Payment history
4949,CUST-C0154,INST-003,2023-05-01,5,2023,0.2299,Low,0.1517,0.0172,False,None,43287.65,142,Approve,0.6655,Income stability;Payment history
4950,CUST-C0154,INST-003,2023-06-01,6,2023,0.2661,Low,0.1816,0.0362,False,None,7789.92,175,Approve with Conditions,0.7498,Income stability;Payment history
4951,CUST-C0154,INST-003,2023-07-01,7,2023,0.3055,Low,0.2012,0.0394,False,None,3994.72,103,Approve with Conditions,0.848,Income stability;Payment history
4952,CUST-C0154,INST-003,2023-08-01,8,2023,0.2701,Low,0.294,-0.0354,False,None,32752.91,178,Approve with Conditions,0.7906,Income stability;Payment history
4953,CUST-C0154,INST-003,2023-09-01,9,2023,0.2965,Low,0.2453,0.0264,False,None,12587.39,178,Approve with Strict Conditions,0.8946,Income stability;Payment history
4954,CUST-C0154,INST-003,2023-10-01,10,2023,0.2776,Low,0.2476,-0.0189,False,None,15736.72,145,Deny,0.5796,Income stability;Payment history
4955,CUST-C0154,INST-003,2023-11-01,11,2023,0.2484,Low,0.1587,-0.0292,False,None,39658.21,171,Approve with Strict Conditions,0.9169,Income stability;Payment history
4956,CUST-C0154,INST-003,2023-12-01,12,2023,0.2802,Low,0.159,0.0318,True,Rapid Score Change,6208.61,92,Approve with Conditions,0.5057,Income stability;Payment history
4957,CUST-C0154,INST-003,2024-01-01,1,2024,0.3273,Low,0.1475,0.0471,False,None,42257.57,100,Approve with Conditions,0.9202,Income stability;Payment history
4958,CUST-C0154,INST-003,2024-02-01,2,2024,0.365,Low,0.1785,0.0377,False,None,20459.31,130,Approve with Conditions,0.5283,Income stability;Payment history
4959,CUST-C0154,INST-003,2024-03-01,3,2024,0.3571,Low,0.1308,-0.0079,True,Unusual Transaction Pattern,36800.47,40,Deny,0.6635,Income stability;Payment history
4960,CUST-C0154,INST-003,2024-04-01,4,2024,0.3146,Low,0.1029,-0.0425,False,None,16956.43,150,Approve with Conditions,0.8112,Income stability;Payment history
4961,CUST-C0154,INST-003,2024-05-01,5,2024,0.3097,Low,0.1579,-0.0049,False,None,8252.14,125,Approve,0.6671,Income stability;Payment history
4962,CUST-C0154,INST-003,2024-06-01,6,2024,0.2625,Low,0.0931,-0.0472,True,Rapid Score Change,37372.29,87,Approve with Strict Conditions,0.9919,Income stability;Payment history
4963,CUST-C0154,INST-003,2024-07-01,7,2024,0.2503,Low,0.1929,-0.0122,False,None,15587.09,194,Approve with Conditions,0.7574,Income stability;Payment history
4964,CUST-C0154,INST-003,2024-08-01,8,2024,0.2882,Low,0.2078,0.0379,False,None,48434.12,102,Approve,0.699,Income stability;Payment history
4965,CUST-C0154,INST-003,2024-09-01,9,2024,0.2892,Low,0.0366,0.001,False,None,25545.88,170,Approve with Strict Conditions,0.5684,Income stability;Payment history
4966,CUST-C0154,INST-003,2024-10-01,10,2024,0.2803,Low,0.1231,-0.0089,False,None,39245.9,77,Approve,0.7343,Income stability;Payment history
4967,CUST-C0154,INST-003,2024-11-01,11,2024,0.2309,Low,0.0708,-0.0494,False,None,18917.89,111,Approve,0.8637,Income stability;Payment history
4968,CUST-C0154,INST-003,2024-12-01,12,2024,0.2122,Low,0.0402,-0.0187,True,Behavioral Deviation,30698.68,104,Approve,0.8211,Income stability;Payment history
4969,CUST-C0018,INST-011,2022-01-01,1,2022,0.1314,Very Low,0.0621,,False,None,45261.58,149,Approve with Strict Conditions,0.8253,Income stability;Payment history
4970,CUST-C0018,INST-011,2022-02-01,2,2022,0.1491,Very Low,0.2563,0.0177,False,None,9600.39,120,Approve with Strict Conditions,0.9178,Income stability;Payment history
4971,CUST-C0018,INST-011,2022-03-01,3,2022,0.1788,Very Low,0.2593,0.0297,False,None,861.3,104,Approve,0.6338,Income stability;Payment history
4972,CUST-C0018,INST-011,2022-04-01,4,2022,0.1906,Very Low,0.1448,0.0118,False,None,24722.72,35,Approve with Conditions,0.5251,Income stability;Payment history
4973,CUST-C0018,INST-011,2022-05-01,5,2022,0.2217,Low,0.2889,0.0311,False,None,38326.27,88,Approve with Conditions,0.6228,Income stability;Payment history
4974,CUST-C0018,INST-011,2022-06-01,6,2022,0.2554,Low,0.2302,0.0337,False,None,2279.05,42,Deny,0.8607,Income stability;Payment history
4975,CUST-C0018,INST-011,2022-07-01,7,2022,0.2636,Low,0.2349,0.0082,False,None,43233.67,174,Approve with Strict Conditions,0.6512,Income stability;Payment history
4976,CUST-C0018,INST-011,2022-08-01,8,2022,0.2936,Low,0.1325,0.03,False,None,11269.88,172,Approve with Conditions,0.9549,Income stability;Payment history
4977,CUST-C0018,INST-011,2022-09-01,9,2022,0.3247,Low,0.2542,0.0311,False,None,34970.04,52,Approve,0.5663,Income stability;Payment history
4978,CUST-C0018,INST-011,2022-10-01,10,2022,0.2945,Low,0.1346,-0.0302,False,None,24058.46,55,Deny,0.8861,Income stability;Payment history
4979,CUST-C0018,INST-011,2022-11-01,11,2022,0.2793,Low,0.0281,-0.0152,False,None,1905.88,18,Approve,0.6634,Income stability;Payment history
4980,CUST-C0018,INST-011,2022-12-01,12,2022,0.2444,Low,0.2183,-0.0349,False,None,23803.72,196,Approve,0.5295,Income stability;Payment history
4981,CUST-C0018,INST-011,2023-01-01,1,2023,0.2887,Low,0.2396,0.0443,False,None,13434.71,67,Approve,0.6647,Income stability;Payment history
4982,CUST-C0018,INST-011,2023-02-01,2,2023,0.2406,Low,0.1043,-0.0481,True,Behavioral Deviation,41987.74,42,Approve,0.7814,Income stability;Payment history
4983,CUST-C0018,INST-011,2023-03-01,3,2023,0.2082,Low,0.2962,-0.0324,False,None,41800.0,180,Approve with Conditions,0.5022,Income stability;Payment history
4984,CUST-C0018,INST-011,2023-04-01,4,2023,0.182,Very Low,0.0285,-0.0262,False,None,32376.4,74,Approve with Conditions,0.7339,Income stability;Payment history
4985,CUST-C0018,INST-011,2023-05-01,5,2023,0.2124,Low,0.061,0.0304,False,None,16289.41,144,Approve,0.7806,Income stability;Payment history
4986,CUST-C0018,INST-011,2023-06-01,6,2023,0.1983,Very Low,0.2502,-0.0141,False,None,5599.6,61,Approve,0.5402,Income stability;Payment history
4987,CUST-C0018,INST-011,2023-07-01,7,2023,0.1528,Very Low,0.1835,-0.0455,False,None,13548.86,12,Approve with Strict Conditions,0.9838,Income stability;Payment history
4988,CUST-C0018,INST-011,2023-08-01,8,2023,0.1311,Very Low,0.2698,-0.0217,False,None,14717.9,82,Approve with Conditions,0.9705,Income stability;Payment history
4989,CUST-C0018,INST-011,2023-09-01,9,2023,0.0888,Very Low,0.2192,-0.0423,False,None,16191.69,133,Approve with Strict Conditions,0.5457,Income stability;Payment history
4990,CUST-C0018,INST-011,2023-10-01,10,2023,0.1296,Very Low,0.2169,0.0408,False,None,33681.71,159,Approve with Conditions,0.6476,Income stability;Payment history
4991,CUST-C0018,INST-011,2023-11-01,11,2023,0.1685,Very Low,0.0243,0.0389,False,None,41404.22,9,Approve with Strict Conditions,0.6052,Income stability;Payment history
4992,CUST-C0018,INST-011,2023-12-01,12,2023,0.1929,Very Low,0.2154,0.0244,False,None,27962.78,124,Approve with Conditions,0.7945,Income stability;Payment history
4993,CUST-C0018,INST-011,2024-01-01,1,2024,0.2278,Low,0.2103,0.0349,True,Rapid Score Change,23164.78,55,Approve,0.5297,Income stability;Payment history
4994,CUST-C0018,INST-011,2024-02-01,2,2024,0.2555,Low,0.0675,0.0277,False,None,33957.53,77,Approve,0.9747,Income stability;Payment history
4995,CUST-C0018,INST-011,2024-03-01,3,2024,0.2351,Low,0.2311,-0.0204,False,None,21016.92,128,Approve with Strict Conditions,0.5146,Income stability;Payment history
4996,CUST-C0018,INST-011,2024-04-01,4,2024,0.2091,Low,0.2215,-0.026,False,None,15203.0,183,Approve with Strict Conditions,0.6422,Income stability;Payment history
4997,CUST-C0018,INST-011,2024-05-01,5,2024,0.2395,Low,0.1771,0.0304,False,None,37457.67,93,Approve with Strict Conditions,0.7752,Income stability;Payment history
4998,CUST-C0018,INST-011,2024-06-01,6,2024,0.1992,Very Low,0.127,-0.0403,False,None,7437.51,6,Approve with Conditions,0.5038,Income stability;Payment history
4999,CUST-C0018,INST-011,2024-07-01,7,2024,0.1801,Very Low,0.2007,-0.0191,False,None,11149.93,2,Approve,0.7579,Income stability;Payment history
5000,CUST-C0018,INST-011,2024-08-01,8,2024,0.2062,Low,0.2532,0.0261,False,None,31198.06,1,Deny,0.5819,Income stability;Payment history
5001,CUST-C0018,INST-011,2024-09-01,9,2024,0.1745,Very Low,0.1389,-0.0317,False,None,7463.75,150,Approve with Strict Conditions,0.9432,Income stability;Payment history
5002,CUST-C0018,INST-011,2024-10-01,10,2024,0.1366,Very Low,0.2193,-0.0379,True,Unusual Transaction Pattern,30294.47,45,Approve with Conditions,0.6022,Income stability;Payment history
5003,CUST-C0018,INST-011,2024-11-01,11,2024,0.0916,Very Low,0.2607,-0.045,False,None,31762.74,176,Approve with Conditions,0.8693,Income stability;Payment history
5004,CUST-C0018,INST-011,2024-12-01,12,2024,0.1048,Very Low,0.2029,0.0132,False,None,49392.74,114,Approve with Strict Conditions,0.8223,Income stability;Payment history
5005,CUST-C0174,INST-015,2022-01-01,1,2022,0.3092,Low,0.1234,,False,None,49012.43,50,Deny,0.9661,Income stability;Payment history
5006,CUST-C0174,INST-015,2022-02-01,2,2022,0.2984,Low,0.282,-0.0108,False,None,4726.82,5,Deny,0.5602,Income stability;Payment history
5007,CUST-C0174,INST-015,2022-03-01,3,2022,0.3113,Low,0.0121,0.0129,False,None,16527.19,169,Approve with Conditions,0.6026,Income stability;Payment history
5008,CUST-C0174,INST-015,2022-04-01,4,2022,0.2693,Low,0.0736,-0.042,False,None,15830.71,41,Deny,0.5112,Income stability;Payment history
5009,CUST-C0174,INST-015,2022-05-01,5,2022,0.2889,Low,0.2163,0.0196,False,None,23066.09,59,Deny,0.973,Income stability;Payment history
5010,CUST-C0174,INST-015,2022-06-01,6,2022,0.337,Low,0.2624,0.0481,False,None,8809.71,72,Deny,0.7518,Income stability;Payment history
5011,CUST-C0174,INST-015,2022-07-01,7,2022,0.2992,Low,0.1538,-0.0378,False,None,8559.34,55,Deny,0.58,Income stability;Payment history
5012,CUST-C0174,INST-015,2022-08-01,8,2022,0.2681,Low,0.0841,-0.0311,False,None,33785.51,87,Approve with Conditions,0.7977,Income stability;Payment history
5013,CUST-C0174,INST-015,2022-09-01,9,2022,0.3004,Low,0.1385,0.0323,False,None,22333.44,151,Approve with Conditions,0.6208,Income stability;Payment history
5014,CUST-C0174,INST-015,2022-10-01,10,2022,0.2631,Low,0.1938,-0.0373,False,None,21428.16,128,Deny,0.7512,Income stability;Payment history
5015,CUST-C0174,INST-015,2022-11-01,11,2022,0.2734,Low,0.0303,0.0103,False,None,11369.41,129,Approve with Conditions,0.6009,Income stability;Payment history
5016,CUST-C0174,INST-015,2022-12-01,12,2022,0.2508,Low,0.0063,-0.0226,False,None,4826.58,98,Deny,0.5599,Income stability;Payment history
5017,CUST-C0174,INST-015,2023-01-01,1,2023,0.2722,Low,0.2561,0.0214,False,None,49778.24,172,Deny,0.9008,Income stability;Payment history
5018,CUST-C0174,INST-015,2023-02-01,2,2023,0.2968,Low,0.1474,0.0246,False,None,3800.08,38,Deny,0.6302,Income stability;Payment history
5019,CUST-C0174,INST-015,2023-03-01,3,2023,0.3259,Low,0.2701,0.0291,False,None,49463.42,116,Approve,0.6968,Income stability;Payment history
5020,CUST-C0174,INST-015,2023-04-01,4,2023,0.3463,Low,0.1881,0.0204,False,None,8241.31,7,Deny,0.9498,Income stability;Payment history
5021,CUST-C0174,INST-015,2023-05-01,5,2023,0.3178,Low,0.0874,-0.0285,False,None,5870.19,98,Approve with Strict Conditions,0.5937,Income stability;Payment history
5022,CUST-C0174,INST-015,2023-06-01,6,2023,0.3281,Low,0.1852,0.0103,False,None,45072.12,105,Approve,0.9358,Income stability;Payment history
5023,CUST-C0174,INST-015,2023-07-01,7,2023,0.2794,Low,0.241,-0.0487,False,None,14280.71,145,Deny,0.6625,Income stability;Payment history
5024,CUST-C0174,INST-015,2023-08-01,8,2023,0.2764,Low,0.0836,-0.003,False,None,22804.93,167,Approve with Strict Conditions,0.9116,Income stability;Payment history
5025,CUST-C0174,INST-015,2023-09-01,9,2023,0.3024,Low,0.0988,0.026,True,Rapid Score Change,44382.86,119,Approve,0.897,Income stability;Payment history
5026,CUST-C0174,INST-015,2023-10-01,10,2023,0.2564,Low,0.0441,-0.046,False,None,39042.68,196,Approve with Conditions,0.7987,Income stability;Payment history
5027,CUST-C0174,INST-015,2023-11-01,11,2023,0.2381,Low,0.2358,-0.0183,False,None,30918.02,200,Approve with Strict Conditions,0.6514,Income stability;Payment history
5028,CUST-C0174,INST-015,2023-12-01,12,2023,0.2033,Low,0.111,-0.0348,False,None,31136.99,132,Approve with Strict Conditions,0.9253,Income stability;Payment history
5029,CUST-C0174,INST-015,2024-01-01,1,2024,0.1681,Very Low,0.1131,-0.0352,False,None,24415.79,164,Approve with Strict Conditions,0.7249,Income stability;Payment history
5030,CUST-C0174,INST-015,2024-02-01,2,2024,0.1267,Very Low,0.0239,-0.0414,True,Rapid Score Change,16852.82,102,Approve with Conditions,0.6159,Income stability;Payment history
5031,CUST-C0174,INST-015,2024-03-01,3,2024,0.1616,Very Low,0.183,0.0349,False,None,49085.96,150,Approve,0.6538,Income stability;Payment history
5032,CUST-C0174,INST-015,2024-04-01,4,2024,0.1777,Very Low,0.25,0.0161,False,None,7158.86,106,Approve,0.696,Income stability;Payment history
5033,CUST-C0174,INST-015,2024-05-01,5,2024,0.1646,Very Low,0.107,-0.0131,False,None,17332.1,169,Approve with Conditions,0.9,Income stability;Payment history
5034,CUST-C0174,INST-015,2024-06-01,6,2024,0.2096,Low,0.062,0.045,False,None,4795.66,76,Deny,0.7621,Income stability;Payment history
5035,CUST-C0174,INST-015,2024-07-01,7,2024,0.242,Low,0.0517,0.0324,False,None,34027.91,5,Approve with Strict Conditions,0.5531,Income stability;Payment history
5036,CUST-C0174,INST-015,2024-08-01,8,2024,0.2841,Low,0.0811,0.0421,False,None,11182.32,197,Deny,0.5915,Income stability;Payment history
5037,CUST-C0174,INST-015,2024-09-01,9,2024,0.2781,Low,0.2797,-0.006,False,None,1469.67,56,Approve,0.9742,Income stability;Payment history
5038,CUST-C0174,INST-015,2024-10-01,10,2024,0.3157,Low,0.2653,0.0376,False,None,47930.57,39,Approve with Conditions,0.6527,Income stability;Payment history
5039,CUST-C0174,INST-015,2024-11-01,11,2024,0.2725,Low,0.2714,-0.0432,False,None,19866.02,122,Approve with Strict Conditions,0.9102,Income stability;Payment history
5040,CUST-C0174,INST-015,2024-12-01,12,2024,0.3099,Low,0.0069,0.0374,False,None,20211.18,198,Deny,0.9116,Income stability;Payment history
5041,CUST-C0132,INST-020,2022-01-01,1,2022,0.3824,Low,0.2001,,False,None,39995.82,25,Approve with Strict Conditions,0.7947,Income stability;Payment history
5042,CUST-C0132,INST-020,2022-02-01,2,2022,0.3339,Low,0.1589,-0.0485,True,Unusual Transaction Pattern,26346.6,83,Approve with Conditions,0.5117,Income stability;Payment history
5043,CUST-C0132,INST-020,2022-03-01,3,2022,0.3616,Low,0.1827,0.0277,False,None,6598.27,129,Approve with Strict Conditions,0.5038,Income stability;Payment history
5044,CUST-C0132,INST-020,2022-04-01,4,2022,0.3325,Low,0.1044,-0.0291,False,None,40878.99,16,Approve with Conditions,0.5234,Income stability;Payment history
5045,CUST-C0132,INST-020,2022-05-01,5,2022,0.376,Low,0.2861,0.0435,False,None,15202.53,129,Approve,0.7149,Income stability;Payment history
