customer_id,customer_name,segment,income_bracket,credit_score_range,education_level,employment_sector,annual_income,credit_score,debt_to_income_ratio,years_of_credit_history,num_credit_accounts,num_delinquencies_last_2_years,num_recent_inquiries,is_homeowner,has_previous_bankruptcy
CUST-C0202,Stable Prime Customer,Small Business,Ultra-High,Very Good (740-799),Bachelor's,Construction,126442.0,791,0.5894,3,6,5,5,True,True
CUST-C0203,Stable Prime Customer,Corporate,Middle,Poor (300-579),Trade School,Retail,315065.45,543,0.0519,26,4,2,5,False,False
CUST-C0204,Stable Prime Customer,Small Business,Low,Poor (300-579),Master's,Technology,166779.02,545,0.2527,1,7,4,4,True,True
CUST-C0205,Stable Prime Customer,Institutional,High,Very Good (740-799),Master's,Government,232143.42,792,0.2468,26,9,3,5,False,False
CUST-C0206,Stable Prime Customer,Small Business,High,Poor (300-579),Doctorate,Retail,332404.1,447,0.3785,10,14,1,6,False,False
CUST-C0207,Stable Prime Customer,Corporate,High,Good (670-739),Trade School,Technology,178122.71,734,0.4197,32,9,5,8,False,True
CUST-C0208,Stable Prime Customer,Small Business,Ultra-High,Poor (300-579),Master's,Finance,333447.82,496,0.5304,38,18,2,5,False,False
CUST-C0209,Stable Prime Customer,Retail,Middle,Poor (300-579),Doctorate,Construction,293499.55,378,0.8076,22,11,0,8,True,True
CUST-C0210,Stable Prime Customer,Corporate,Middle,Fair (580-669),Doctorate,Government,148772.74,636,0.9014,1,17,2,6,True,False
CUST-C0211,Stable Prime Customer,High Net Worth,High,Poor (300-579),High School,Retail,165527.02,484,0.9544,6,6,0,2,True,True
CUST-C0212,Stable Prime Customer,High Net Worth,High,Poor (300-579),High School,Technology,91418.51,384,0.0682,20,2,2,5,True,True
CUST-C0213,Stable Prime Customer,High Net Worth,Low,Fair (580-669),Master's,Finance,217551.26,664,0.0687,23,4,0,5,True,True
CUST-C0214,Stable Prime Customer,Institutional,Ultra-High,Poor (300-579),Trade School,Construction,154151.12,339,0.6143,24,18,4,6,True,True
CUST-C0215,Stable Prime Customer,High Net Worth,Low,Poor (300-579),Trade School,Manufacturing,56292.39,539,0.6092,31,3,0,4,True,True
CUST-C0216,Stable Prime Customer,Institutional,High,Excellent (800-850),Master's,Manufacturing,274351.86,848,0.422,12,17,1,3,True,False
CUST-C0217,Stable Prime Customer,Small Business,High,Very Good (740-799),Bachelor's,Technology,162357.18,798,0.0932,7,1,0,2,False,False
CUST-C0218,Stable Prime Customer,Retail,Ultra-High,Poor (300-579),Trade School,Construction,57139.21,395,0.0965,13,13,3,3,True,False
CUST-C0219,Stable Prime Customer,Small Business,Ultra-High,Poor (300-579),High School,Construction,112148.0,327,0.9319,9,12,4,5,True,True
CUST-C0220,Stable Prime Customer,High Net Worth,High,Poor (300-579),Trade School,Technology,270864.96,369,0.0833,10,10,3,7,True,False
CUST-C0221,Stable Prime Customer,Corporate,Ultra-High,Poor (300-579),Trade School,Construction,63277.63,518,0.2158,1,11,5,0,False,True
CUST-C0222,Stable Prime Customer,Retail,Middle,Poor (300-579),High School,Finance,123367.29,542,0.1043,34,13,5,4,False,True
CUST-C0223,Stable Prime Customer,High Net Worth,Low,Very Good (740-799),Master's,Government,149950.21,774,0.9981,8,9,4,0,False,True
CUST-C0224,Stable Prime Customer,High Net Worth,Ultra-High,Excellent (800-850),Bachelor's,Education,201576.2,832,0.5245,24,4,2,6,True,True
CUST-C0225,Stable Prime Customer,Retail,Ultra-High,Poor (300-579),Trade School,Manufacturing,308550.74,552,0.5238,33,12,4,3,False,True
CUST-C0226,Stable Prime Customer,Corporate,Ultra-High,Fair (580-669),Master's,Education,273296.48,593,0.0327,26,15,0,1,True,True
CUST-C0227,Stable Prime Customer,High Net Worth,High,Good (670-739),Trade School,Manufacturing,337715.34,699,0.3713,1,15,0,7,False,True
CUST-C0228,Stable Prime Customer,Small Business,Low,Fair (580-669),Master's,Government,106026.39,604,0.2303,5,14,4,0,True,True
CUST-C0229,Stable Prime Customer,High Net Worth,Ultra-High,Excellent (800-850),Bachelor's,Healthcare,245952.29,840,0.8796,15,3,1,6,False,False
CUST-C0230,Stable Prime Customer,Corporate,Middle,Very Good (740-799),Master's,Technology,30946.41,797,0.9379,28,1,0,6,False,False
CUST-C0231,Stable Prime Customer,Small Business,High,Poor (300-579),Bachelor's,Government,112573.48,427,0.4493,33,19,2,5,True,False
CUST-C0232,Stable Prime Customer,Retail,Ultra-High,Excellent (800-850),High School,Education,261109.91,834,0.312,28,1,3,7,False,True
CUST-C0233,Stable Prime Customer,Corporate,Ultra-High,Poor (300-579),Trade School,Government,153348.21,306,0.0897,9,1,0,1,False,True
CUST-C0234,Stable Prime Customer,Retail,Ultra-High,Poor (300-579),Trade School,Healthcare,29104.34,526,0.0529,17,16,4,7,False,True
CUST-C0235,Stable Prime Customer,High Net Worth,Middle,Poor (300-579),High School,Government,286926.3,487,0.6295,25,16,4,7,False,True
CUST-C0236,Stable Prime Customer,Retail,Low,Fair (580-669),High School,Retail,40403.54,655,0.5903,15,6,2,5,False,True
CUST-C0237,Stable Prime Customer,High Net Worth,Middle,Poor (300-579),High School,Education,212397.6,422,0.3581,5,19,2,5,False,False
CUST-C0238,Stable Prime Customer,Corporate,Ultra-High,Fair (580-669),Master's,Government,348526.0,601,0.5038,40,10,3,0,False,True
CUST-C0239,Stable Prime Customer,Institutional,Middle,Very Good (740-799),Trade School,Retail,211320.43,792,0.5845,40,13,1,7,False,False
CUST-C0240,Stable Prime Customer,Institutional,Middle,Poor (300-579),High School,Retail,24029.49,577,0.4314,27,1,2,7,False,True
CUST-C0241,Stable Prime Customer,Retail,High,Excellent (800-850),High School,Healthcare,322682.93,839,0.9893,5,7,5,0,True,True
CUST-C0242,Stable Prime Customer,Small Business,Middle,Fair (580-669),Doctorate,Healthcare,75961.61,645,0.7979,9,15,3,2,False,False
CUST-C0243,Stable Prime Customer,Small Business,High,Good (670-739),Bachelor's,Construction,137155.58,718,0.6771,40,20,4,3,True,False
CUST-C0244,Stable Prime Customer,Institutional,Ultra-High,Excellent (800-850),Trade School,Manufacturing,315157.83,820,0.0522,13,18,5,2,True,False
CUST-C0245,Stable Prime Customer,Small Business,Low,Good (670-739),Master's,Healthcare,24298.46,736,0.6892,2,9,2,8,False,False
CUST-C0246,Stable Prime Customer,Retail,High,Poor (300-579),Bachelor's,Government,232011.4,480,0.9083,20,17,4,0,True,False
CUST-C0247,Stable Prime Customer,Institutional,High,Fair (580-669),High School,Education,289915.18,586,0.2536,5,5,2,6,True,True
CUST-C0248,Stable Prime Customer,Institutional,Ultra-High,Very Good (740-799),High School,Technology,273931.34,751,0.8305,34,20,2,0,False,True
CUST-C0249,Stable Prime Customer,Small Business,Middle,Poor (300-579),Bachelor's,Finance,136656.58,489,0.1279,17,3,5,1,True,True
CUST-C0250,Stable Prime Customer,Corporate,Ultra-High,Fair (580-669),Master's,Healthcare,72353.97,634,0.7471,30,11,0,2,False,True
